Reference:  32 apertures in PRDOPSSOC-029 (index 0 in table below)
Comparison: 32 apertures in pre_delivery (index 1 in table below)

       AperName , siaf0_dx_mean , siaf0_dy_mean , siaf1_dx_mean , siaf1_dy_mean , difference_dx_mean , difference_dy_mean
  FGS1_FULL_OSS ,      0.002853 ,      0.002446 ,      0.002853 ,      0.002446 ,           0.000000 ,           0.000000
      FGS1_FULL ,      0.002851 ,      0.002444 ,      0.002851 ,      0.002444 ,           0.000000 ,           0.000000
  FGS2_FULL_OSS ,      0.001923 ,      0.002859 ,      0.001923 ,      0.002859 ,          -0.000000 ,           0.000000
      FGS2_FULL ,      0.001922 ,      0.002859 ,      0.001922 ,      0.002859 ,           0.000000 ,           0.000000
  FGS1_SUB128LL ,      0.001933 ,      0.003283 ,      0.001933 ,      0.003283 ,           0.000000 ,           0.000000
FGS1_SUB128DIAG ,      0.000500 ,      0.000356 ,      0.000500 ,      0.000356 ,          -0.000000 ,          -0.000000
FGS1_SUB128CNTR ,      0.000297 ,      0.000276 ,      0.000297 ,      0.000276 ,           0.000000 ,           0.000000
   FGS1_SUB32LL ,      0.000480 ,      0.000819 ,      0.000480 ,      0.000819 ,           0.000000 ,           0.000000
 FGS1_SUB32DIAG ,      0.000126 ,      0.000090 ,      0.000126 ,      0.000090 ,          -0.000000 ,          -0.000000
 FGS1_SUB32CNTR ,      0.000075 ,      0.000070 ,      0.000075 ,      0.000070 ,           0.000000 ,           0.000000
    FGS1_SUB8LL ,      0.000124 ,      0.000211 ,      0.000124 ,      0.000211 ,           0.000000 ,           0.000000
  FGS1_SUB8DIAG ,      0.000033 ,      0.000023 ,      0.000033 ,      0.000023 ,          -0.000000 ,          -0.000000
  FGS1_SUB8CNTR ,      0.000019 ,      0.000018 ,      0.000019 ,      0.000018 ,           0.000000 ,           0.000000
  FGS2_SUB128LL ,      0.000839 ,      0.002994 ,      0.000839 ,      0.002994 ,          -0.000000 ,           0.000000
FGS2_SUB128DIAG ,      0.000359 ,      0.000145 ,      0.000359 ,      0.000145 ,           0.000000 ,          -0.000000
FGS2_SUB128CNTR ,      0.000361 ,      0.000177 ,      0.000361 ,      0.000177 ,          -0.000000 ,           0.000000
   FGS2_SUB32LL ,      0.000206 ,      0.000744 ,      0.000206 ,      0.000744 ,          -0.000000 ,           0.000000
 FGS2_SUB32DIAG ,      0.000090 ,      0.000037 ,      0.000090 ,      0.000037 ,           0.000000 ,          -0.000000
 FGS2_SUB32CNTR ,      0.000091 ,      0.000045 ,      0.000091 ,      0.000045 ,          -0.000000 ,           0.000000
    FGS2_SUB8LL ,      0.000051 ,      0.000187 ,      0.000051 ,      0.000187 ,          -0.000000 ,           0.000000
  FGS2_SUB8DIAG ,      0.000022 ,      0.000009 ,      0.000022 ,      0.000009 ,           0.000000 ,          -0.000000
  FGS2_SUB8CNTR ,      0.000023 ,      0.000011 ,      0.000023 ,      0.000011 ,          -0.000000 ,           0.000000
   FGS1_FP1MIMF ,      0.002815 ,      0.002332 ,      0.002815 ,      0.002332 ,           0.000000 ,          -0.000000
   FGS1_FP2MIMF ,      0.007825 ,      0.002340 ,      0.007825 ,      0.002340 ,           0.000000 ,          -0.000000
   FGS1_FP3MIMF ,      0.003856 ,      0.002189 ,      0.003856 ,      0.002189 ,          -0.000000 ,          -0.000000
   FGS1_FP4MIMF ,      0.008512 ,      0.003630 ,      0.008512 ,      0.003630 ,           0.000000 ,          -0.000000
   FGS1_FP5MIMF ,      0.003133 ,      0.010181 ,      0.003133 ,      0.010181 ,          -0.000000 ,           0.000000
   FGS2_FP1MIMF ,      0.001885 ,      0.002861 ,      0.001885 ,      0.002861 ,          -0.000000 ,           0.000000
   FGS2_FP2MIMF ,      0.002400 ,      0.002631 ,      0.002400 ,      0.002631 ,           0.000000 ,          -0.000000
   FGS2_FP3MIMF ,      0.002884 ,      0.003268 ,      0.002884 ,      0.003268 ,          -0.000000 ,           0.000000
   FGS2_FP4MIMF ,      0.002332 ,      0.004809 ,      0.002332 ,      0.004809 ,          -0.000000 ,           0.000000
   FGS2_FP5MIMF ,      0.002938 ,      0.002304 ,      0.002938 ,      0.002304 ,          -0.000000 ,          -0.000000
