Reference:  277 apertures in PRDOPSSOC-055
Comparison: 277 apertures in pre_delivery

Number of modified apertures 218. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
MIRIM_MASK1065                    XDetRef                 120.0                121.18        1.180000     0.9738
MIRIM_MASK1065                    YDetRef                 132.0                133.12        1.120000     0.8413
MIRIM_MASK1065                    XSciRef                 120.0                121.18        1.180000     0.9738
MIRIM_MASK1065                    YSciRef                 112.0                113.12        1.120000     0.9901
MIRIM_MASK1065                  XSciScale            0.11020584            0.11020964        0.000004     0.0034
MIRIM_MASK1065                  YSciScale            0.10908611            0.10910099        0.000015     0.0136
MIRIM_MASK1065                      V2Ref           -393.741744           -393.861454        0.119710     0.0304
MIRIM_MASK1065                      V3Ref           -420.900337           -420.768798        0.131539     0.0313
MIRIM_MASK1065                  XIdlVert1              -13.1056              -13.2359        0.130300     0.9844
MIRIM_MASK1065                  XIdlVert2               18.6135               18.4831        0.130400     0.7006
MIRIM_MASK1065                  XIdlVert3               18.6068               18.4765        0.130300     0.7003
MIRIM_MASK1065                  XIdlVert4              -13.1573              -13.2876        0.130300     0.9806
MIRIM_MASK1065                  YIdlVert1              -11.9586              -12.0796        0.121000     1.0017
MIRIM_MASK1065                  YIdlVert2              -12.2243              -12.3452        0.120900     0.9793
MIRIM_MASK1065                  YIdlVert3               12.2743               12.1534        0.120900     0.9850
MIRIM_MASK1065                  YIdlVert4               12.3814               12.2604        0.121000     0.9773
MIRIM_MASK1065                 Sci2IdlX10    0.1102039197010212    0.1102077458686183        0.000004     0.0035
MIRIM_MASK1065                 Sci2IdlX11 -0.0001022615208292199 -9.881474310133193e-05        0.000003     3.3706
MIRIM_MASK1065                 Sci2IdlX20  1.26512232498308e-06 1.260259219144234e-06        0.000000     0.3844
MIRIM_MASK1065                 Sci2IdlX21 7.548654248663303e-07 7.435577425805547e-07        0.000000     1.4980
MIRIM_MASK1065                 Sci2IdlX22 1.149346533590028e-06 1.144305397789507e-06        0.000000     0.4386
MIRIM_MASK1065                 Sci2IdlX30 -7.246943587698795e-10 -7.233331641682566e-10        0.000000     0.1878
MIRIM_MASK1065                 Sci2IdlX31 -2.055745008207742e-09 -2.050722658652307e-09        0.000000     0.2443
MIRIM_MASK1065                 Sci2IdlX32 -2.890503932321382e-09 -2.885145322350195e-09        0.000000     0.1854
MIRIM_MASK1065                 Sci2IdlX33 -4.851034258538963e-10 -4.83804245445587e-10        0.000000     0.2678
MIRIM_MASK1065                 Sci2IdlY10 -0.0006511461621927614 -0.0006467056313017402        0.000004     0.6820
MIRIM_MASK1065                 Sci2IdlY11    0.1090860615456084    0.1091009441276077        0.000015     0.0136
MIRIM_MASK1065                 Sci2IdlY20 6.476210661722097e-07  6.41552957655816e-07        0.000000     0.9370
MIRIM_MASK1065                 Sci2IdlY21 2.616226048984462e-06 2.606269678152578e-06        0.000000     0.3806
MIRIM_MASK1065                 Sci2IdlY22 5.293165322527696e-06 5.272132175967908e-06        0.000000     0.3974
MIRIM_MASK1065                 Sci2IdlY30 -7.259941941430352e-10 -7.242097116252781e-10        0.000000     0.2458
MIRIM_MASK1065                 Sci2IdlY31 -3.131568684405064e-09 -3.127475006901902e-09        0.000000     0.1307
MIRIM_MASK1065                 Sci2IdlY32 -1.142252534985464e-09 -1.138807591695599e-09        0.000000     0.3016
MIRIM_MASK1065                 Sci2IdlY33 -5.88297939058659e-09 -5.874941137964501e-09        0.000000     0.1366
MIRIM_MASK1065                 Idl2SciX10     9.075162484780535     9.074845412167852        0.000317     0.0035
MIRIM_MASK1065                 Idl2SciX11  0.008602249117933673  0.008324250794895835        0.000278     3.2317
