Reference:  277 apertures in PRDOPSSOC-M-024 (index 0 in table below)
Comparison: 277 apertures in pre_delivery (index 1 in table below)

             AperName , siaf0_dx_mean , siaf0_dy_mean , siaf1_dx_mean , siaf1_dy_mean , difference_dx_mean , difference_dy_mean
       MIRIM_FULL_OSS ,      0.003342 ,      0.016350 ,      0.003342 ,      0.016350 ,           0.000000 ,           0.000000
           MIRIM_FULL ,      0.003342 ,      0.016350 ,      0.003342 ,      0.016350 ,           0.000000 ,           0.000000
          MIRIM_ILLUM ,      0.003274 ,      0.018898 ,      0.003274 ,      0.018898 ,           0.000000 ,           0.000000
      MIRIM_BRIGHTSKY ,      0.002564 ,      0.019782 ,      0.002564 ,      0.019782 ,           0.000000 ,           0.000000
         MIRIM_SUB256 ,      0.000802 ,      0.008846 ,      0.000802 ,      0.008846 ,           0.000000 ,           0.000000
         MIRIM_SUB128 ,      0.001421 ,      0.001740 ,      0.001421 ,      0.001740 ,           0.000000 ,           0.000000
          MIRIM_SUB64 ,      0.000396 ,      0.002231 ,      0.000396 ,      0.002231 ,           0.000000 ,           0.000000
  MIRIM_SLITLESSPRISM ,      0.003370 ,      0.012075 ,      0.003370 ,      0.012075 ,           0.000000 ,           0.000000
  MIRIM_SLITLESSUPPER ,      0.000415 ,      0.004919 ,      0.000415 ,      0.004919 ,           0.000000 ,           0.000000
  MIRIM_SLITLESSLOWER ,      0.003443 ,      0.011971 ,      0.003443 ,      0.011971 ,           0.000000 ,           0.000000
       MIRIM_MASK1065 ,      0.001959 ,      0.011562 ,      0.001959 ,      0.011562 ,           0.000000 ,           0.000000
       MIRIM_MASK1140 ,      0.001350 ,      0.008454 ,      0.001350 ,      0.008454 ,           0.000000 ,           0.000000
       MIRIM_MASK1550 ,      0.001932 ,      0.005641 ,      0.001931 ,      0.005635 ,          -0.000001 ,          -0.000006
       MIRIM_MASKLYOT ,      0.002248 ,      0.008184 ,      0.002248 ,      0.008184 ,           0.000000 ,           0.000000
          MIRIM_TAMRS ,      0.000547 ,      0.001681 ,      0.000547 ,      0.001681 ,           0.000000 ,           0.000000
          MIRIM_TALRS ,      0.000143 ,      0.001343 ,      0.000143 ,      0.001343 ,           0.000000 ,           0.000000
        MIRIM_TABLOCK ,      0.000162 ,      0.001554 ,      0.000162 ,      0.001554 ,           0.000000 ,           0.000000
      MIRIM_TALYOT_UL ,      0.000523 ,      0.000219 ,      0.000523 ,      0.000219 ,           0.000000 ,           0.000000
      MIRIM_TALYOT_UR ,      0.000604 ,      0.000599 ,      0.000604 ,      0.000599 ,           0.000000 ,           0.000000
      MIRIM_TALYOT_LL ,      0.000245 ,      0.001571 ,      0.000245 ,      0.001571 ,           0.000000 ,           0.000000
      MIRIM_TALYOT_LR ,      0.000197 ,      0.002119 ,      0.000197 ,      0.002119 ,           0.000000 ,           0.000000
     MIRIM_TALYOT_CUL ,      0.000163 ,      0.000362 ,      0.000163 ,      0.000362 ,           0.000000 ,           0.000000
     MIRIM_TALYOT_CUR ,      0.000169 ,      0.000443 ,      0.000169 ,      0.000443 ,           0.000000 ,           0.000000
     MIRIM_TALYOT_CLL ,      0.000119 ,      0.000534 ,      0.000119 ,      0.000534 ,           0.000000 ,           0.000000
     MIRIM_TALYOT_CLR ,      0.000122 ,      0.000616 ,      0.000122 ,      0.000616 ,           0.000000 ,           0.000000
      MIRIM_TA1550_UL ,      0.000418 ,      0.000947 ,      0.000418 ,      0.000947 ,           0.000000 ,           0.000000
      MIRIM_TA1550_UR ,      0.000300 ,      0.000906 ,      0.000300 ,      0.000906 ,           0.000000 ,           0.000000
      MIRIM_TA1550_LL ,      0.000434 ,      0.001160 ,      0.000434 ,      0.001160 ,           0.000000 ,           0.000000
      MIRIM_TA1550_LR ,      0.000382 ,      0.001592 ,      0.000382 ,      0.001592 ,           0.000000 ,           0.000000
     MIRIM_TA1550_CUL ,      0.000138 ,      0.000337 ,      0.000138 ,      0.000337 ,           0.000000 ,           0.000000
     MIRIM_TA1550_CUR ,      0.000131 ,      0.000346 ,      0.000131 ,      0.000346 ,           0.000000 ,           0.000000
     MIRIM_TA1550_CLL ,      0.000143 ,      0.000377 ,      0.000143 ,      0.000377 ,           0.000000 ,           0.000000
     MIRIM_TA1550_CLR ,      0.000136 ,      0.000399 ,      0.000136 ,      0.000399 ,           0.000000 ,           0.000000
      MIRIM_TA1140_UL ,      0.000212 ,      0.001109 ,      0.000212 ,      0.001109 ,           0.000000 ,           0.000000
      MIRIM_TA1140_UR ,      0.000249 ,      0.001825 ,      0.000249 ,      0.001825 ,           0.000000 ,           0.000000
      MIRIM_TA1140_LL ,      0.000274 ,      0.000872 ,      0.000274 ,      0.000872 ,           0.000000 ,           0.000000
      MIRIM_TA1140_LR ,      0.000103 ,      0.000661 ,      0.000103 ,      0.000661 ,           0.000000 ,           0.000000
     MIRIM_TA1140_CUL ,      0.000043 ,      0.000358 ,      0.000043 ,      0.000358 ,           0.000000 ,           0.000000
     MIRIM_TA1140_CUR ,      0.000047 ,      0.000430 ,      0.000047 ,      0.000430 ,           0.000000 ,           0.000000
     MIRIM_TA1140_CLL ,      0.000029 ,      0.000250 ,      0.000029 ,      0.000250 ,           0.000000 ,           0.000000
     MIRIM_TA1140_CLR ,      0.000028 ,      0.000304 ,      0.000028 ,      0.000304 ,           0.000000 ,           0.000000
      MIRIM_TA1065_UL ,      0.000524 ,      0.002271 ,      0.000524 ,      0.002271 ,           0.000000 ,           0.000000
      MIRIM_TA1065_UR ,      0.000308 ,      0.001946 ,      0.000308 ,      0.001946 ,           0.000000 ,           0.000000
      MIRIM_TA1065_LL ,      0.000327 ,      0.001212 ,      0.000327 ,      0.001212 ,           0.000000 ,           0.000000
      MIRIM_TA1065_LR ,      0.000203 ,      0.002162 ,      0.000203 ,      0.002162 ,           0.000000 ,           0.000000
     MIRIM_TA1065_CUL ,      0.000144 ,      0.000850 ,      0.000144 ,      0.000850 ,           0.000000 ,           0.000000
     MIRIM_TA1065_CUR ,      0.000126 ,      0.000858 ,      0.000126 ,      0.000858 ,           0.000000 ,           0.000000
     MIRIM_TA1065_CLL ,      0.000124 ,      0.000823 ,      0.000124 ,      0.000823 ,           0.000000 ,           0.000000
     MIRIM_TA1065_CLR ,      0.000109 ,      0.000859 ,      0.000109 ,      0.000859 ,           0.000000 ,           0.000000
         MIRIM_TAFULL ,      0.000371 ,      0.002319 ,      0.000371 ,      0.002319 ,           0.000000 ,           0.000000
        MIRIM_TAILLUM ,      0.000371 ,      0.002319 ,      0.000371 ,      0.002319 ,           0.000000 ,           0.000000
    MIRIM_TABRIGHTSKY ,      0.000242 ,      0.001313 ,      0.000242 ,      0.001313 ,           0.000000 ,           0.000000
