Reference:  277 apertures in PRDOPSSOC-045-003
Comparison: 277 apertures in pre_delivery

Number of modified apertures 277. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
MIRIM_FULL_OSS                  XSciScale            0.11041647            0.11049812        0.000082     0.0739
MIRIM_FULL_OSS                  YSciScale            0.11124223            0.11133593        0.000094     0.0842
MIRIM_FULL_OSS                      V2Ref           -453.559116            -453.37849        0.180626     0.0398
MIRIM_FULL_OSS                      V3Ref           -373.814447           -373.810549        0.003898     0.0010
MIRIM_FULL_OSS                V3IdlYAngle            4.83425324            4.83544897        0.001196     0.0247
MIRIM_FULL_OSS                V3SciXAngle          -85.30599027          -85.32280608        0.016816     0.0197
MIRIM_FULL_OSS                V3SciYAngle            4.83425324            4.83544897        0.001196     0.0247
MIRIM_FULL_OSS                  XIdlVert1               76.6688               76.4871        0.181700     0.2370
MIRIM_FULL_OSS                  XIdlVert2              -37.6247              -37.6529        0.028200     0.0749
MIRIM_FULL_OSS                  XIdlVert3              -37.0186              -37.0161        0.002500     0.0068
MIRIM_FULL_OSS                  XIdlVert4               76.0556                76.081        0.025400     0.0334
MIRIM_FULL_OSS                  YIdlVert1              -56.0513              -55.9964        0.054900     0.0979
MIRIM_FULL_OSS                  YIdlVert2              -56.4013              -56.4387        0.037400     0.0663
MIRIM_FULL_OSS                  YIdlVert3               56.3691               56.3561        0.013000     0.0231
MIRIM_FULL_OSS                  YIdlVert4               56.5636                56.611        0.047400     0.0837
MIRIM_FULL_OSS                 Sci2IdlX10   -0.1104150923000866   -0.1104965647308105        0.000081     0.0737
MIRIM_FULL_OSS                 Sci2IdlX11 0.0003041800573344882 0.0003076759730923348        0.000003     1.1362
MIRIM_FULL_OSS                 Sci2IdlX20 -1.389501722090066e-07 -7.64678204902689e-08        0.000000    44.9675
MIRIM_FULL_OSS                 Sci2IdlX21 1.660489875197503e-06 1.723185324826291e-06        0.000000     3.6383
MIRIM_FULL_OSS                 Sci2IdlX22 1.905662379066589e-07 1.245473680179254e-07        0.000000    34.6435
MIRIM_FULL_OSS                 Sci2IdlX30 -6.06662494981514e-11 2.717568043156506e-10        0.000000   122.3237
MIRIM_FULL_OSS                 Sci2IdlX31 -4.923913843292218e-10 -3.135248166256985e-10        0.000000    36.3261
MIRIM_FULL_OSS                 Sci2IdlX32 8.718979456470948e-10 9.961911263391144e-10        0.000000    12.4768
MIRIM_FULL_OSS                 Sci2IdlX33 -2.482288642466498e-10 -2.058496483032073e-10        0.000000    17.0726
MIRIM_FULL_OSS                 Sci2IdlX40 -1.656507378312851e-15 1.643181393803604e-14        0.000000   110.0811
MIRIM_FULL_OSS                 Sci2IdlX41 -9.29227005451676e-13 -1.289440566696672e-12        0.000000    27.9356
MIRIM_FULL_OSS                 Sci2IdlX42 -9.443725319183207e-16 -1.981436660076441e-13        0.000000    99.5234
MIRIM_FULL_OSS                 Sci2IdlX43 -1.320909011746476e-12 -1.460395988674112e-12        0.000000     9.5513
MIRIM_FULL_OSS                 Sci2IdlX44 -6.953170607217069e-17  9.63101349195137e-14        0.000000   100.0722
MIRIM_FULL_OSS                 Sci2IdlY10 -0.0005524696655289423 -0.0005871559910819818        0.000035     5.9075
MIRIM_FULL_OSS                 Sci2IdlY11    0.1112418121714499     0.111335503798293        0.000094     0.0842
MIRIM_FULL_OSS                 Sci2IdlY20 -7.618356130969761e-07 -7.83460266948288e-07        0.000000     2.7601
MIRIM_FULL_OSS                 Sci2IdlY21 -4.145207670558253e-07 -3.615002594712983e-07        0.000000    12.7908
MIRIM_FULL_OSS                 Sci2IdlY22 -6.464828163865896e-08 -2.31889663758806e-08        0.000000    64.1306
