Reference:  277 apertures in PRDOPSSOC-M-025
Comparison: 277 apertures in pre_delivery

Number of modified apertures 277. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
MIRIM_FULL_OSS                  XSciScale            0.11140974            0.11041647        0.000993     0.8915
MIRIM_FULL_OSS                  YSciScale            0.11043966            0.11124223        0.000803     0.7215
MIRIM_FULL_OSS                      V2Ref           -453.363363           -453.559116        0.195753     0.0432
MIRIM_FULL_OSS                      V3Ref           -374.068629           -373.814447        0.254182     0.0680
MIRIM_FULL_OSS                V3IdlYAngle              4.449705            4.83425324        0.384548     7.9547
MIRIM_FULL_OSS                V3SciXAngle            -85.554056          -85.30599027        0.248066     0.2900
MIRIM_FULL_OSS                V3SciYAngle              4.449705            4.83425324        0.384548     7.9547
MIRIM_FULL_OSS                  XIdlVert1                76.602               76.6688        0.066800     0.0871
MIRIM_FULL_OSS                  XIdlVert2              -37.3507              -37.6247        0.274000     0.7282
MIRIM_FULL_OSS                  XIdlVert3              -37.3406              -37.0186        0.322000     0.8623
MIRIM_FULL_OSS                  XIdlVert4                76.579               76.0556        0.523400     0.6835
MIRIM_FULL_OSS                  YIdlVert1              -56.8838              -56.0513        0.832500     1.4635
MIRIM_FULL_OSS                  YIdlVert2               -56.343              -56.4013        0.058300     0.1034
MIRIM_FULL_OSS                  YIdlVert3               56.3378               56.3691        0.031300     0.0555
MIRIM_FULL_OSS                  YIdlVert4               56.8379               56.5636        0.274300     0.4826
MIRIM_FULL_OSS                 Sci2IdlX10    -0.111409737205717   -0.1104150923000866        0.000995     0.8928
MIRIM_FULL_OSS                 Sci2IdlX11  3.21206471072441e-06 0.0003041800573344882        0.000301    98.9440
MIRIM_FULL_OSS                 Sci2IdlX20  1.04890962126574e-06 -1.389501722090066e-07        0.000001   113.2471
MIRIM_FULL_OSS                 Sci2IdlX21  2.34633412588741e-08 1.660489875197503e-06        0.000002    98.5870
MIRIM_FULL_OSS                 Sci2IdlX22  1.04216139888006e-06 1.905662379066589e-07        0.000001    81.7143
MIRIM_FULL_OSS                 Sci2IdlX30  1.46265705471772e-09 -6.06662494981514e-11        0.000000   104.1477
MIRIM_FULL_OSS                 Sci2IdlX31  5.81497907703205e-11 -4.923913843292218e-10        0.000000   111.8097
MIRIM_FULL_OSS                 Sci2IdlX32  8.97525784643324e-10 8.718979456470948e-10        0.000000     2.8554
MIRIM_FULL_OSS                 Sci2IdlX33 -1.68440916986875e-11 -2.482288642466498e-10        0.000000    93.2143
MIRIM_FULL_OSS                 Sci2IdlX40   -2.030437699523e-12 -1.656507378312851e-15        0.000000    99.9184
MIRIM_FULL_OSS                 Sci2IdlX41    1.588442005855e-13 -9.29227005451676e-13        0.000000   117.0942
MIRIM_FULL_OSS                 Sci2IdlX42   -2.023190488694e-12 -9.443725319183207e-16        0.000000    99.9533
MIRIM_FULL_OSS                 Sci2IdlX43   -1.098721589865e-13 -1.320909011746476e-12        0.000000    91.6821
MIRIM_FULL_OSS                 Sci2IdlX44   -2.982602003055e-13 -6.953170607217069e-17        0.000000    99.9767
MIRIM_FULL_OSS                 Sci2IdlY10  2.81166552575681e-06 -0.0005524696655289423        0.000555   100.5089
MIRIM_FULL_OSS                 Sci2IdlY11     0.110439662508992    0.1112418121714499        0.000802     0.7211
MIRIM_FULL_OSS                 Sci2IdlY20  2.39180454681707e-08 -7.618356130969761e-07        0.000001   103.1395
MIRIM_FULL_OSS                 Sci2IdlY21 -1.80301567940181e-06 -4.145207670558253e-07        0.000001    77.0096
MIRIM_FULL_OSS                 Sci2IdlY22 -2.32430711794185e-08 -6.464828163865896e-08        0.000000    64.0469
