Reference:  277 apertures in PRDOPSSOC-036 (index 0 in table below)
Comparison: 277 apertures in pre_delivery (index 1 in table below)

             AperName , siaf0_dx_mean , siaf0_dy_mean , siaf1_dx_mean , siaf1_dy_mean , difference_dx_mean , difference_dy_mean
       MIRIM_FULL_OSS ,      0.003342 ,      0.016350 ,      0.018811 ,      0.013646 ,           0.015469 ,          -0.002704
           MIRIM_FULL ,      0.003342 ,      0.016350 ,      0.018811 ,      0.013646 ,           0.015469 ,          -0.002704
          MIRIM_ILLUM ,      0.003274 ,      0.018898 ,      0.015343 ,      0.005811 ,           0.012069 ,          -0.013087
      MIRIM_BRIGHTSKY ,      0.002564 ,      0.019782 ,      0.008019 ,      0.002892 ,           0.005455 ,          -0.016890
         MIRIM_SUB256 ,      0.000802 ,      0.008846 ,      0.006554 ,      0.001126 ,           0.005751 ,          -0.007720
         MIRIM_SUB128 ,      0.001421 ,      0.001740 ,      0.009645 ,      0.026279 ,           0.008224 ,           0.024539
          MIRIM_SUB64 ,      0.000396 ,      0.002231 ,      0.006167 ,      0.002049 ,           0.005771 ,          -0.000182
  MIRIM_SLITLESSPRISM ,      0.003370 ,      0.012075 ,      0.014716 ,      0.001938 ,           0.011346 ,          -0.010137
  MIRIM_SLITLESSUPPER ,      0.000415 ,      0.004919 ,      0.005923 ,      0.003536 ,           0.005508 ,          -0.001384
  MIRIM_SLITLESSLOWER ,      0.003443 ,      0.011971 ,      0.014292 ,      0.002089 ,           0.010849 ,          -0.009882
       MIRIM_MASK1065 ,      0.001959 ,      0.011562 ,      0.021700 ,      0.012681 ,           0.019741 ,           0.001119
       MIRIM_MASK1140 ,      0.001350 ,      0.008454 ,      0.018609 ,      0.001936 ,           0.017259 ,          -0.006518
       MIRIM_MASK1550 ,      0.001931 ,      0.005635 ,      0.015911 ,      0.002952 ,           0.013980 ,          -0.002683
       MIRIM_MASKLYOT ,      0.002248 ,      0.008184 ,      0.013567 ,      0.022974 ,           0.011319 ,           0.014790
          MIRIM_TAMRS ,      0.000547 ,      0.001681 ,      0.003783 ,      0.004799 ,           0.003236 ,           0.003118
          MIRIM_TALRS ,      0.000143 ,      0.001343 ,      0.001176 ,      0.000042 ,           0.001033 ,          -0.001301
        MIRIM_TABLOCK ,      0.000162 ,      0.001554 ,      0.000499 ,      0.000189 ,           0.000338 ,          -0.001365
