Reference:  277 apertures in PRDOPSSOC-036
Comparison: 277 apertures in pre_delivery

Number of modified apertures 67. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
MIRIM_FULL_OSS                  XSciScale            0.11041647            0.11048965        0.000073     0.0662
MIRIM_FULL_OSS                  YSciScale            0.11124223            0.11126284        0.000021     0.0185
MIRIM_FULL_OSS                      V2Ref           -453.559116           -453.138563        0.420553     0.0927
MIRIM_FULL_OSS                      V3Ref           -373.814447            -373.85048        0.036033     0.0096
MIRIM_FULL_OSS                V3IdlYAngle            4.83425324            4.89118574        0.056933     1.1640
MIRIM_FULL_OSS                V3SciXAngle          -85.30599027          -85.32309966        0.017109     0.0201
MIRIM_FULL_OSS                V3SciYAngle            4.83425324            4.89118574        0.056933     1.1640
MIRIM_FULL_OSS                  XIdlVert1               76.6688               76.7718        0.103000     0.1342
MIRIM_FULL_OSS                  XIdlVert2              -37.6247              -37.4715        0.153200     0.4072
MIRIM_FULL_OSS                  XIdlVert3              -37.0186              -36.9848        0.033800     0.0913
MIRIM_FULL_OSS                  XIdlVert4               76.0556               75.9086        0.147000     0.1933
MIRIM_FULL_OSS                  YIdlVert1              -56.0513              -55.9062        0.145100     0.2589
MIRIM_FULL_OSS                  YIdlVert2              -56.4013              -56.5112        0.109900     0.1945
MIRIM_FULL_OSS                  YIdlVert3               56.3691               56.3928        0.023700     0.0420
MIRIM_FULL_OSS                  YIdlVert4               56.5636               56.4165        0.147100     0.2601
MIRIM_FULL_OSS                 Sci2IdlX10   -0.1104150923000866   -0.1104875276205663        0.000072     0.0656
MIRIM_FULL_OSS                 Sci2IdlX11 0.0003041800573344882 0.0002857429094498843        0.000018     6.0613
MIRIM_FULL_OSS                 Sci2IdlX20 -1.389501722090066e-07 -6.819116342233019e-08        0.000000    50.9240
MIRIM_FULL_OSS                 Sci2IdlX21 1.660489875197503e-06 1.663545345766529e-06        0.000000     0.1837
MIRIM_FULL_OSS                 Sci2IdlX22 1.905662379066589e-07 2.890560209226416e-07        0.000000    34.0729
MIRIM_FULL_OSS                 Sci2IdlX30 -6.06662494981514e-11 8.072217922035895e-10        0.000000   107.5154
MIRIM_FULL_OSS                 Sci2IdlX31 -4.923913843292218e-10 3.581763685423919e-10        0.000000   172.7422
MIRIM_FULL_OSS                 Sci2IdlX32 8.718979456470948e-10 1.341163786510202e-09        0.000000    34.9895
MIRIM_FULL_OSS                 Sci2IdlX33 -2.482288642466498e-10 -1.105859206861191e-09        0.000000    77.5533
MIRIM_FULL_OSS                 Sci2IdlX40 -1.656507378312851e-15 1.175572367171099e-12        0.000000   100.1409
MIRIM_FULL_OSS                 Sci2IdlX41 -9.29227005451676e-13 4.538476019444585e-13        0.000000   148.8414
MIRIM_FULL_OSS                 Sci2IdlX42 -9.443725319183207e-16 -2.354820042996943e-13        0.000000    99.5990
MIRIM_FULL_OSS                 Sci2IdlX43 -1.320909011746476e-12 -1.613342854253573e-12        0.000000    18.1260
MIRIM_FULL_OSS                 Sci2IdlX44 -6.953170607217069e-17 1.477131710376152e-15        0.000000   104.7072
MIRIM_FULL_OSS                 Sci2IdlY10 -0.0005524696655289423 -0.0006843548528082461        0.000132    19.2715
MIRIM_FULL_OSS                 Sci2IdlY11    0.1112418121714499    0.1112624729889973        0.000021     0.0186
MIRIM_FULL_OSS                 Sci2IdlY20 -7.618356130969761e-07 -6.662153165864584e-07        0.000000    12.5513
MIRIM_FULL_OSS                 Sci2IdlY21 -4.145207670558253e-07 -6.69838772167145e-07        0.000000    38.1163
MIRIM_FULL_OSS                 Sci2IdlY22 -6.464828163865896e-08 4.477830599567702e-07        0.000001   114.4374
