Reference:  292 apertures in PRDOPSSOC-072
Comparison: 292 apertures in pre_delivery

Number of modified apertures 292. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
MIRIM_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

MIRIM_FULL                    OSS_Version                  None                   8.4             N/A        N/A

MIRIM_ILLUM                   OSS_Version                  None                   8.4             N/A        N/A

MIRIM_BRIGHTSKY               OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SUB256                  OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SUB128                  OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SUB128_IP               OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SUB64                   OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SUB64_IP                OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SLITLESSPRISM           OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SLITLESSPRISM_IP        OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SLITLESSPRISM_IPS       OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SLITLESSUPPER           OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SLITLESSLOWER           OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SLITLESSUPPER_IP        OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SLITLESSLOWER_IP        OSS_Version                  None                   8.4             N/A        N/A

MIRIM_SUBSLIT                 OSS_Version                  None                   8.4             N/A        N/A

MIRIM_MASK1065                OSS_Version                  None                   8.4             N/A        N/A

MIRIM_MASK1140                OSS_Version                  None                   8.4             N/A        N/A

MIRIM_MASK1550                OSS_Version                  None                   8.4             N/A        N/A

MIRIM_MASKLYOT                OSS_Version                  None                   8.4             N/A        N/A

MIRIM_FULL1065                OSS_Version                  None                   8.4             N/A        N/A

MIRIM_FULL1140                OSS_Version                  None                   8.4             N/A        N/A

MIRIM_FULL1550                OSS_Version                  None                   8.4             N/A        N/A

MIRIM_FULLLYOT                OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TAMRS                   OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TALRS                   OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TABLOCK                 OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TALYOT_UL               OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TALYOT_UR               OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TALYOT_LL               OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TALYOT_LR               OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TALYOT_CUL              OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TALYOT_CUR              OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TALYOT_CLL              OSS_Version                  None                   8.4             N/A        N/A

MIRIM_TALYOT_CLR              OSS_Version                  None                   8.4             N/A        N/A

