Reference:  277 apertures in PRDOPSSOC-059 (index 0 in table below)
Comparison: 281 apertures in pre_delivery (index 1 in table below)

             AperName , siaf0_dx_mean , siaf0_dy_mean , siaf1_dx_mean , siaf1_dy_mean , difference_dx_mean , difference_dy_mean
       MIRIM_FULL_OSS ,      0.004194 ,      0.009979 ,      0.004194 ,      0.009979 ,           0.000000 ,           0.000000
           MIRIM_FULL ,      0.004194 ,      0.009979 ,      0.004194 ,      0.009979 ,           0.000000 ,           0.000000
          MIRIM_ILLUM ,      0.001382 ,      0.005935 ,      0.001382 ,      0.005935 ,           0.000000 ,           0.000000
      MIRIM_BRIGHTSKY ,      0.000735 ,      0.005507 ,      0.000735 ,      0.005507 ,           0.000000 ,           0.000000
         MIRIM_SUB256 ,      0.000555 ,      0.003162 ,      0.000555 ,      0.003162 ,           0.000000 ,           0.000000
         MIRIM_SUB128 ,      0.002317 ,      0.002719 ,      0.002317 ,      0.002719 ,           0.000000 ,           0.000000
          MIRIM_SUB64 ,      0.000180 ,      0.001400 ,      0.000180 ,      0.001400 ,           0.000000 ,           0.000000
  MIRIM_SLITLESSPRISM ,      0.005781 ,      0.019794 ,      0.005781 ,      0.019794 ,           0.000000 ,           0.000000
  MIRIM_SLITLESSUPPER ,      0.000147 ,      0.003429 ,      0.000147 ,      0.003429 ,           0.000000 ,           0.000000
  MIRIM_SLITLESSLOWER ,      0.005926 ,      0.019910 ,      0.005926 ,      0.019910 ,           0.000000 ,           0.000000
       MIRIM_MASK1065 ,      0.008983 ,      0.015982 ,      0.008983 ,      0.015982 ,           0.000000 ,           0.000000
       MIRIM_MASK1140 ,      0.006626 ,      0.008445 ,      0.006626 ,      0.008445 ,           0.000000 ,           0.000000
       MIRIM_MASK1550 ,      0.001984 ,      0.006110 ,      0.001984 ,      0.006110 ,           0.000000 ,           0.000000
       MIRIM_MASKLYOT ,      0.001774 ,      0.004507 ,      0.001774 ,      0.004507 ,           0.000000 ,           0.000000
