Reference:  189 apertures in PRDOPSSOC-H-015 (index 0 in table below)
Comparison: 189 apertures in new pre-delivery (index 1 in table below)

                  AperName , siaf0_dx_mean , siaf0_dy_mean , siaf1_dx_mean , siaf1_dy_mean , difference_dx_mean , difference_dy_mean
            NRCA1_FULL_OSS ,      5.728104 ,      5.648959 ,      0.021213 ,      0.018763 ,          -5.706891 ,          -5.630196
            NRCA2_FULL_OSS ,      2.232962 ,      2.220971 ,      0.027538 ,      0.021597 ,          -2.205425 ,          -2.199374
            NRCA3_FULL_OSS ,      2.789546 ,      2.740558 ,      0.020884 ,      0.016138 ,          -2.768663 ,          -2.724420
            NRCA4_FULL_OSS ,      0.907028 ,      0.905240 ,      0.027128 ,      0.015822 ,          -0.879900 ,          -0.889418
            NRCA5_FULL_OSS ,      0.749985 ,      0.744053 ,      0.010408 ,      0.008699 ,          -0.739576 ,          -0.735354
            NRCB1_FULL_OSS ,      3.721545 ,      3.700661 ,      0.028032 ,      0.022079 ,          -3.693512 ,          -3.678582
            NRCB2_FULL_OSS ,      8.742714 ,      8.630604 ,      0.020684 ,      0.020530 ,          -8.722030 ,          -8.610074
            NRCB3_FULL_OSS ,      4.429637 ,      4.411292 ,      0.027579 ,      0.016205 ,          -4.402059 ,          -4.395087
            NRCB4_FULL_OSS ,      3.227119 ,      3.172636 ,      0.021575 ,      0.016809 ,          -3.205545 ,          -3.155828
            NRCB5_FULL_OSS ,      0.082268 ,      0.083571 ,      0.010371 ,      0.009079 ,          -0.071897 ,          -0.074492
                NRCA1_FULL ,      5.728094 ,      5.648959 ,      0.021202 ,      0.018765 ,          -5.706892 ,          -5.630194
                NRCA2_FULL ,      2.232960 ,      2.220990 ,      0.027548 ,      0.021601 ,          -2.205412 ,          -2.199389
                NRCA3_FULL ,      2.789540 ,      2.740558 ,      0.020895 ,      0.016141 ,          -2.768645 ,          -2.724417
                NRCA4_FULL ,      0.907020 ,      0.905259 ,      0.027139 ,      0.015829 ,          -0.879882 ,          -0.889430
                NRCA5_FULL ,      0.749973 ,      0.744046 ,      0.010405 ,      0.008701 ,          -0.739568 ,          -0.735345
                NRCB1_FULL ,      3.721551 ,      3.700687 ,      0.028042 ,      0.022081 ,          -3.693509 ,          -3.678606
                NRCB2_FULL ,      8.742728 ,      8.630609 ,      0.020695 ,      0.020529 ,          -8.722033 ,          -8.610080
                NRCB3_FULL ,      4.429648 ,      4.411330 ,      0.027587 ,      0.016212 ,          -4.402061 ,          -4.395118
                NRCB4_FULL ,      3.227126 ,      3.172636 ,      0.021562 ,      0.016805 ,          -3.205565 ,          -3.155831
                NRCB5_FULL ,      0.082269 ,      0.083569 ,      0.010370 ,      0.009083 ,          -0.071899 ,          -0.074486
               NRCB1_FULLP ,      4.810208 ,      4.982877 ,      0.028042 ,      0.022081 ,          -4.782166 ,          -4.960796
               NRCB5_FULLP ,      3.481051 ,      3.444733 ,      0.010370 ,      0.009083 ,          -3.470681 ,          -3.435650
              NRCA1_SUB160 ,      0.095634 ,      0.096635 ,      0.004287 ,      0.027961 ,          -0.091347 ,          -0.068674
              NRCA2_SUB160 ,      0.013679 ,      0.021900 ,      0.003070 ,      0.021367 ,          -0.010609 ,          -0.000533
              NRCA3_SUB160 ,      0.007130 ,      0.024078 ,      0.007114 ,      0.024126 ,          -0.000016 ,           0.000049
              NRCA4_SUB160 ,      0.221909 ,      0.220777 ,      0.009348 ,      0.018765 ,          -0.212561 ,          -0.202012
              NRCA5_SUB160 ,      0.058535 ,      0.058438 ,      0.001686 ,      0.006675 ,          -0.056849 ,          -0.051762
              NRCB1_SUB160 ,      0.131744 ,      0.130948 ,      0.005195 ,      0.019917 ,          -0.126549 ,          -0.111031
              NRCB2_SUB160 ,      0.333428 ,      0.330911 ,      0.006911 ,      0.027054 ,          -0.326518 ,          -0.303857
              NRCB3_SUB160 ,      0.057697 ,      0.057136 ,      0.012475 ,      0.016771 ,          -0.045223 ,          -0.040365
              NRCB4_SUB160 ,      0.031309 ,      0.033533 ,      0.010137 ,      0.022899 ,          -0.021172 ,          -0.010634
              NRCB5_SUB160 ,      0.014082 ,      0.013781 ,      0.003088 ,      0.005613 ,          -0.010994 ,          -0.008168
              NRCA1_SUB320 ,      0.247346 ,      0.245338 ,      0.004075 ,      0.029727 ,          -0.243271 ,          -0.215610
              NRCA2_SUB320 ,      0.058187 ,      0.059390 ,      0.002420 ,      0.019465 ,          -0.055767 ,          -0.039925
              NRCA3_SUB320 ,      0.026262 ,      0.029310 ,      0.006705 ,      0.023517 ,          -0.019558 ,          -0.005793
              NRCA4_SUB320 ,      0.390483 ,      0.388831 ,      0.011468 ,      0.015974 ,          -0.379015 ,          -0.372857
              NRCA5_SUB320 ,      0.117073 ,      0.116860 ,      0.002436 ,      0.006428 ,          -0.114637 ,          -0.110433
              NRCB1_SUB320 ,      0.294285 ,      0.292193 ,      0.003311 ,      0.017903 ,          -0.290974 ,          -0.274290
              NRCB2_SUB320 ,      0.722637 ,      0.716682 ,      0.006337 ,      0.029241 ,          -0.716300 ,          -0.687442
              NRCB3_SUB320 ,      0.167444 ,      0.164592 ,      0.014724 ,      0.013779 ,          -0.152720 ,          -0.150812
              NRCB4_SUB320 ,      0.094808 ,      0.092311 ,      0.009815 ,      0.022442 ,          -0.084993 ,          -0.069869
              NRCB5_SUB320 ,      0.027869 ,      0.026749 ,      0.003311 ,      0.005562 ,          -0.024558 ,          -0.021187
              NRCA1_SUB640 ,      0.722683 ,      0.714943 ,      0.005432 ,      0.031727 ,          -0.717251 ,          -0.683215
              NRCA2_SUB640 ,      0.236757 ,      0.234358 ,      0.006800 ,      0.014559 ,          -0.229957 ,          -0.219798
              NRCA3_SUB640 ,      0.191587 ,      0.183974 ,      0.004834 ,      0.020414 ,          -0.186753 ,          -0.163560
              NRCA4_SUB640 ,      0.571423 ,      0.570054 ,      0.016185 ,      0.010536 ,          -0.555238 ,          -0.559519
              NRCA5_SUB640 ,      0.234172 ,      0.233605 ,      0.004140 ,      0.007228 ,          -0.230032 ,          -0.226378
              NRCB1_SUB640 ,      0.707799 ,      0.701992 ,      0.006781 ,      0.013144 ,          -0.701018 ,          -0.688848
              NRCB2_SUB640 ,      1.672016 ,      1.656076 ,      0.006744 ,      0.032134 ,          -1.665273 ,          -1.623941
              NRCB3_SUB640 ,      0.541876 ,      0.535000 ,      0.019486 ,      0.008553 ,          -0.522390 ,          -0.526447
              NRCB4_SUB640 ,      0.329186 ,      0.319921 ,      0.007321 ,      0.019621 ,          -0.321864 ,          -0.300300
              NRCB5_SUB640 ,      0.055641 ,      0.053102 ,      0.004751 ,      0.007103 ,          -0.050890 ,          -0.046000
     NRCA5_GRISM256_F322W2 ,      4.050088 ,      2.823828 ,      0.010405 ,      0.008701 ,          -4.039683 ,          -2.815127
     NRCA5_GRISM128_F322W2 ,      4.050088 ,      2.823828 ,      0.010405 ,      0.008701 ,          -4.039683 ,          -2.815127
