Reference:  206 apertures in PRDOPSSOC-029 (index 0 in table below)
Comparison: 206 apertures in pre-delivery (index 1 in table below)

                  AperName , siaf0_dx_mean , siaf0_dy_mean , siaf1_dx_mean , siaf1_dy_mean , difference_dx_mean , difference_dy_mean
            NRCA1_FULL_OSS ,      0.021213 ,      0.018763 ,      0.021213 ,      0.018763 ,           0.000000 ,           0.000000
            NRCA2_FULL_OSS ,      0.027538 ,      0.021597 ,      0.027538 ,      0.021597 ,           0.000000 ,           0.000000
            NRCA3_FULL_OSS ,      0.020884 ,      0.016138 ,      0.020884 ,      0.016138 ,           0.000000 ,           0.000000
            NRCA4_FULL_OSS ,      0.027128 ,      0.015822 ,      0.027128 ,      0.015822 ,           0.000000 ,           0.000000
            NRCA5_FULL_OSS ,      0.010408 ,      0.008699 ,      0.010408 ,      0.008699 ,           0.000000 ,           0.000000
            NRCB1_FULL_OSS ,      0.028032 ,      0.022079 ,      0.028032 ,      0.022079 ,           0.000000 ,           0.000000
            NRCB2_FULL_OSS ,      0.020684 ,      0.020530 ,      0.020684 ,      0.020530 ,           0.000000 ,           0.000000
            NRCB3_FULL_OSS ,      0.027579 ,      0.016205 ,      0.027579 ,      0.016205 ,           0.000000 ,           0.000000
            NRCB4_FULL_OSS ,      0.021575 ,      0.016809 ,      0.021575 ,      0.016809 ,           0.000000 ,           0.000000
            NRCB5_FULL_OSS ,      0.010371 ,      0.009079 ,      0.010371 ,      0.009079 ,           0.000000 ,           0.000000
                NRCA1_FULL ,      0.021202 ,      0.018765 ,      0.021202 ,      0.018765 ,           0.000000 ,           0.000000
                NRCA2_FULL ,      0.027548 ,      0.021601 ,      0.027548 ,      0.021601 ,           0.000000 ,           0.000000
                NRCA3_FULL ,      0.020895 ,      0.016141 ,      0.020895 ,      0.016141 ,           0.000000 ,           0.000000
                NRCA4_FULL ,      0.027139 ,      0.015829 ,      0.027139 ,      0.015829 ,           0.000000 ,           0.000000
                NRCA5_FULL ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
                NRCB1_FULL ,      0.028042 ,      0.022081 ,      0.028042 ,      0.022081 ,           0.000000 ,           0.000000
                NRCB2_FULL ,      0.020695 ,      0.020529 ,      0.020695 ,      0.020529 ,           0.000000 ,           0.000000
                NRCB3_FULL ,      0.027587 ,      0.016212 ,      0.027587 ,      0.016212 ,           0.000000 ,           0.000000
                NRCB4_FULL ,      0.021562 ,      0.016805 ,      0.021562 ,      0.016805 ,           0.000000 ,           0.000000
                NRCB5_FULL ,      0.010370 ,      0.009083 ,      0.010370 ,      0.009083 ,           0.000000 ,           0.000000
               NRCB1_FULLP ,      0.028042 ,      0.022081 ,      0.028042 ,      0.022081 ,           0.000000 ,           0.000000
               NRCB5_FULLP ,      0.010370 ,      0.009083 ,      0.010370 ,      0.009083 ,           0.000000 ,           0.000000
              NRCA1_SUB160 ,      0.004287 ,      0.027961 ,      0.004287 ,      0.027961 ,           0.000000 ,           0.000000
              NRCA2_SUB160 ,      0.003070 ,      0.021367 ,      0.003070 ,      0.021367 ,           0.000000 ,           0.000000
              NRCA3_SUB160 ,      0.007114 ,      0.024126 ,      0.007114 ,      0.024126 ,           0.000000 ,           0.000000
              NRCA4_SUB160 ,      0.009348 ,      0.018765 ,      0.009348 ,      0.018765 ,           0.000000 ,           0.000000
              NRCA5_SUB160 ,      0.001686 ,      0.006675 ,      0.001686 ,      0.006675 ,           0.000000 ,           0.000000
              NRCB1_SUB160 ,      0.005195 ,      0.019917 ,      0.005195 ,      0.019917 ,           0.000000 ,           0.000000
              NRCB2_SUB160 ,      0.006911 ,      0.027054 ,      0.006911 ,      0.027054 ,           0.000000 ,           0.000000
              NRCB3_SUB160 ,      0.012475 ,      0.016771 ,      0.012475 ,      0.016771 ,           0.000000 ,           0.000000
              NRCB4_SUB160 ,      0.010137 ,      0.022899 ,      0.010137 ,      0.022899 ,           0.000000 ,           0.000000
              NRCB5_SUB160 ,      0.003088 ,      0.005613 ,      0.003088 ,      0.005613 ,           0.000000 ,           0.000000
              NRCA1_SUB320 ,      0.004075 ,      0.029727 ,      0.004075 ,      0.029727 ,           0.000000 ,           0.000000
              NRCA2_SUB320 ,      0.002420 ,      0.019465 ,      0.002420 ,      0.019465 ,           0.000000 ,           0.000000
              NRCA3_SUB320 ,      0.006705 ,      0.023517 ,      0.006705 ,      0.023517 ,           0.000000 ,           0.000000
              NRCA4_SUB320 ,      0.011468 ,      0.015974 ,      0.011468 ,      0.015974 ,           0.000000 ,           0.000000
              NRCA5_SUB320 ,      0.002436 ,      0.006428 ,      0.002436 ,      0.006428 ,           0.000000 ,           0.000000
              NRCB1_SUB320 ,      0.003311 ,      0.017903 ,      0.003311 ,      0.017903 ,           0.000000 ,           0.000000
              NRCB2_SUB320 ,      0.006337 ,      0.029241 ,      0.006337 ,      0.029241 ,           0.000000 ,           0.000000
              NRCB3_SUB320 ,      0.014724 ,      0.013779 ,      0.014724 ,      0.013779 ,           0.000000 ,           0.000000
              NRCB4_SUB320 ,      0.009815 ,      0.022442 ,      0.009815 ,      0.022442 ,           0.000000 ,           0.000000
              NRCB5_SUB320 ,      0.003311 ,      0.005562 ,      0.003311 ,      0.005562 ,           0.000000 ,           0.000000
              NRCA1_SUB640 ,      0.005432 ,      0.031727 ,      0.005432 ,      0.031727 ,           0.000000 ,           0.000000
              NRCA2_SUB640 ,      0.006800 ,      0.014559 ,      0.006800 ,      0.014559 ,           0.000000 ,           0.000000
              NRCA3_SUB640 ,      0.004834 ,      0.020414 ,      0.004834 ,      0.020414 ,           0.000000 ,           0.000000
              NRCA4_SUB640 ,      0.016185 ,      0.010536 ,      0.016185 ,      0.010536 ,           0.000000 ,           0.000000
              NRCA5_SUB640 ,      0.004140 ,      0.007228 ,      0.004140 ,      0.007228 ,           0.000000 ,           0.000000
              NRCB1_SUB640 ,      0.006781 ,      0.013144 ,      0.006781 ,      0.013144 ,           0.000000 ,           0.000000
              NRCB2_SUB640 ,      0.006744 ,      0.032134 ,      0.006744 ,      0.032134 ,           0.000000 ,           0.000000
              NRCB3_SUB640 ,      0.019486 ,      0.008553 ,      0.019486 ,      0.008553 ,           0.000000 ,           0.000000
              NRCB4_SUB640 ,      0.007321 ,      0.019621 ,      0.007321 ,      0.019621 ,           0.000000 ,           0.000000
              NRCB5_SUB640 ,      0.004751 ,      0.007103 ,      0.004751 ,      0.007103 ,           0.000000 ,           0.000000
     NRCA5_GRISM256_F322W2 ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
     NRCA5_GRISM128_F322W2 ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
      NRCA5_GRISM64_F322W2 ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
      NRCA5_GRISM256_F277W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
      NRCA5_GRISM128_F277W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
       NRCA5_GRISM64_F277W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
      NRCA5_GRISM256_F356W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
      NRCA5_GRISM128_F356W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
       NRCA5_GRISM64_F356W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
      NRCA5_GRISM256_F444W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
      NRCA5_GRISM128_F444W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
       NRCA5_GRISM64_F444W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
        NRCA5_GRISM_F322W2 ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
         NRCA5_GRISM_F277W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
         NRCA5_GRISM_F356W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
         NRCA5_GRISM_F444W ,      0.010405 ,      0.008701 ,      0.010405 ,      0.008701 ,           0.000000 ,           0.000000
             NRCA1_GRISMTS ,      0.015755 ,      0.013289 ,      0.015755 ,      0.013289 ,           0.000000 ,           0.000000
          NRCA1_GRISMTS256 ,      0.016357 ,      0.021432 ,      0.016357 ,      0.021432 ,           0.000000 ,           0.000000
          NRCA1_GRISMTS128 ,      0.016182 ,      0.022652 ,      0.016182 ,      0.022652 ,           0.000000 ,           0.000000
           NRCA1_GRISMTS64 ,      0.016160 ,      0.023030 ,      0.016160 ,      0.023030 ,           0.000000 ,           0.000000
             NRCA3_GRISMTS ,      0.020895 ,      0.016141 ,      0.020895 ,      0.016141 ,           0.000000 ,           0.000000
          NRCA3_GRISMTS256 ,      0.020895 ,      0.016141 ,      0.020895 ,      0.016141 ,           0.000000 ,           0.000000
          NRCA3_GRISMTS128 ,      0.020134 ,      0.015693 ,      0.020134 ,      0.015693 ,           0.000000 ,           0.000000
           NRCA3_GRISMTS64 ,      0.019935 ,      0.015564 ,      0.019935 ,      0.015564 ,           0.000000 ,           0.000000
         NRCA5_TAGRISMTS32 ,      0.004828 ,      0.000487 ,      0.004828 ,      0.000487 ,           0.000000 ,           0.000000
   NRCA5_TAGRISMTS32_F405N ,      0.004828 ,      0.000487 ,      0.004828 ,      0.000487 ,           0.000000 ,           0.000000
NRCA5_TAGRISMTS_SCI_F322W2 ,      0.014098 ,      0.007792 ,      0.014098 ,      0.007792 ,           0.000000 ,           0.000000
 NRCA5_TAGRISMTS_SCI_F444W ,      0.003174 ,      0.003593 ,      0.003174 ,      0.003593 ,           0.000000 ,           0.000000
              NRCA3_DHSPIL ,      0.020895 ,      0.016141 ,      0.020895 ,      0.016141 ,           0.000000 ,           0.000000
        NRCA3_DHSPIL_SUB96 ,      0.025131 ,      0.006699 ,      0.025131 ,      0.006699 ,           0.000000 ,           0.000000
       NRCA3_DHSPIL_WEDGES ,      0.020895 ,      0.016141 ,      0.020895 ,      0.016141 ,           0.000000 ,           0.000000
              NRCB4_DHSPIL ,      0.021562 ,      0.016805 ,      0.021562 ,      0.016805 ,           0.000000 ,           0.000000
        NRCB4_DHSPIL_SUB96 ,      0.023221 ,      0.007312 ,      0.023221 ,      0.007312 ,           0.000000 ,           0.000000
       NRCB4_DHSPIL_WEDGES ,      0.021562 ,      0.016805 ,      0.021562 ,      0.016805 ,           0.000000 ,           0.000000
                 NRCA3_FP1 ,      0.020895 ,      0.016141 ,      0.020895 ,      0.016141 ,           0.000000 ,           0.000000
            NRCA3_FP1_SUB8 ,      0.003289 ,      0.015001 ,      0.003289 ,      0.015001 ,           0.000000 ,           0.000000
           NRCA3_FP1_SUB64 ,      0.003290 ,      0.014993 ,      0.003290 ,      0.014993 ,           0.000000 ,           0.000000
             NRCA3_FP2MIMF ,      0.020895 ,      0.016141 ,      0.020895 ,      0.016141 ,           0.000000 ,           0.000000
             NRCA1_FP3MIMF ,      0.021202 ,      0.018765 ,      0.021202 ,      0.018765 ,           0.000000 ,           0.000000
             NRCA2_FP4MIMF ,      0.027548 ,      0.021601 ,      0.027548 ,      0.021601 ,           0.000000 ,           0.000000
             NRCA4_FP5MIMF ,      0.027139 ,      0.015829 ,      0.027139 ,      0.015829 ,           0.000000 ,           0.000000
                 NRCB4_FP1 ,      0.021562 ,      0.016805 ,      0.021562 ,      0.016805 ,           0.000000 ,           0.000000
            NRCB4_FP1_SUB8 ,      0.009192 ,      0.022069 ,      0.009192 ,      0.022069 ,           0.000000 ,           0.000000
           NRCB4_FP1_SUB64 ,      0.009187 ,      0.022059 ,      0.009187 ,      0.022059 ,           0.000000 ,           0.000000
             NRCB4_FP2MIMF ,      0.021562 ,      0.016805 ,      0.021562 ,      0.016805 ,           0.000000 ,           0.000000
             NRCB2_FP3MIMF ,      0.020695 ,      0.020529 ,      0.020695 ,      0.020529 ,           0.000000 ,           0.000000
             NRCB1_FP4MIMF ,      0.028042 ,      0.022081 ,      0.028042 ,      0.022081 ,           0.000000 ,           0.000000
             NRCB3_FP5MIMF ,      0.027587 ,      0.016212 ,      0.027587 ,      0.016212 ,           0.000000 ,           0.000000
              NRCA3_SUB64P ,      0.002926 ,      0.008516 ,      0.002926 ,      0.008516 ,           0.000000 ,           0.000000
             NRCA3_SUB160P ,      0.030933 ,      0.027982 ,      0.030933 ,      0.027982 ,           0.000000 ,           0.000000
             NRCA3_SUB400P ,      0.037180 ,      0.030850 ,      0.037180 ,      0.030850 ,           0.000000 ,           0.000000
              NRCA5_SUB64P ,      0.000770 ,      0.001480 ,      0.000770 ,      0.001480 ,           0.000000 ,           0.000000
             NRCA5_SUB160P ,      0.016016 ,      0.013029 ,      0.016016 ,      0.013029 ,           0.000000 ,           0.000000
             NRCA5_SUB400P ,      0.015948 ,      0.010723 ,      0.015948 ,      0.010723 ,           0.000000 ,           0.000000
              NRCB1_SUB64P ,      0.039869 ,      0.005042 ,      0.039869 ,      0.005042 ,           0.000000 ,           0.000000
             NRCB1_SUB160P ,      0.042302 ,      0.006758 ,      0.042302 ,      0.006758 ,           0.000000 ,           0.000000
             NRCB1_SUB400P ,      0.046933 ,      0.010459 ,      0.046933 ,      0.010459 ,           0.000000 ,           0.000000
              NRCB5_SUB64P ,      0.012689 ,      0.000990 ,      0.012689 ,      0.000990 ,           0.000000 ,           0.000000
             NRCB5_SUB160P ,      0.015024 ,      0.001946 ,      0.015024 ,      0.001946 ,           0.000000 ,           0.000000
             NRCB5_SUB400P ,      0.018463 ,      0.005920 ,      0.018463 ,      0.005920 ,           0.000000 ,           0.000000
           NRCB5_TAPSIMG32 ,      0.016637 ,      0.001368 ,      0.016637 ,      0.001368 ,           0.000000 ,           0.000000
      NRCA2_FULL_WEDGE_RND ,      0.027548 ,      0.021601 ,      0.021917 ,      0.002986 ,          -0.005631 ,          -0.018616
      NRCA4_FULL_WEDGE_BAR ,      0.027139 ,      0.015829 ,      0.025193 ,      0.007855 ,          -0.001946 ,          -0.007974
