Reference:  305 apertures in PRDOPSSOC-031
Comparison: 305 apertures in pre-delivery

Number of modified apertures 6. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA3_DHSPIL                      XDetRef                1034.0                1084.0       50.000000     4.6125
NRCA3_DHSPIL                      YDetRef                1080.0                1194.0      114.000000     9.5477
NRCA3_DHSPIL                      XSciRef                1015.0                 965.0       50.000000     4.9261
NRCA3_DHSPIL                      YSciRef                1080.0                1194.0      114.000000     9.5477
NRCA3_DHSPIL                    XSciScale            0.03126996            0.03124026        0.000030     0.0950
NRCA3_DHSPIL                    YSciScale            0.03143836            0.03140228        0.000036     0.1148
NRCA3_DHSPIL                        V2Ref             52.191034             53.770433        1.579399     2.9373
NRCA3_DHSPIL                        V3Ref            -526.20766           -522.626871        3.580789     0.6805
NRCA3_DHSPIL                  V3IdlYAngle            0.27288256            0.25975897        0.013124     4.8092
NRCA3_DHSPIL                  V3SciXAngle          -89.96247159          -89.95841658        0.004055     0.0045
NRCA3_DHSPIL                  V3SciYAngle            0.27288256            0.25975897        0.013124     4.8092
NRCA3_DHSPIL                    XIdlVert1              -31.9226              -30.3517        1.570900     4.9210
NRCA3_DHSPIL                    XIdlVert2               32.6339               34.2049        1.571000     4.5929
NRCA3_DHSPIL                    XIdlVert3               32.1821               33.7383        1.556200     4.6126
NRCA3_DHSPIL                    XIdlVert4              -31.4893              -29.9331        1.556200     4.9420
NRCA3_DHSPIL                    YIdlVert1              -33.8394              -37.4346        3.595200     9.6039
NRCA3_DHSPIL                    YIdlVert2              -34.2888              -37.8693        3.580500     9.4549
NRCA3_DHSPIL                    YIdlVert3               30.3489               26.7684        3.580500    11.7978
NRCA3_DHSPIL                    YIdlVert4               30.4543               26.8591        3.595200    11.8052
NRCA3_DHSPIL                   Sci2IdlX10   0.03126969314346079   0.03124003159406982        0.000030     0.0949
NRCA3_DHSPIL                   Sci2IdlX20 6.215805110910166e-08 6.031288138567784e-08        0.000000     2.9685
NRCA3_DHSPIL                   Sci2IdlX21 -2.081258658165673e-07 -2.053467476964406e-07        0.000000     1.3353
NRCA3_DHSPIL                   Sci2IdlX22 -1.341022301417971e-08 -1.412185126660842e-08        0.000000     5.0392
NRCA3_DHSPIL                   Sci2IdlX30  1.01032449286884e-11 9.870042296860156e-12        0.000000     2.3082
NRCA3_DHSPIL                   Sci2IdlX31 -3.067965290579843e-12 -2.759667000105422e-12        0.000000    10.0489
NRCA3_DHSPIL                   Sci2IdlX32   1.1163523504928e-11  1.08235801418309e-11        0.000000     3.0451
NRCA3_DHSPIL                   Sci2IdlX33 -6.15189391149067e-13 -5.222567915521727e-13        0.000000    15.1063
NRCA3_DHSPIL                   Sci2IdlX40 7.921715971068839e-16 7.582135696544461e-16        0.000000     4.2867
NRCA3_DHSPIL                   Sci2IdlX41 -7.18311758490724e-16 -6.546069340976003e-16        0.000000     8.8687
NRCA3_DHSPIL                   Sci2IdlX42 9.295291068619826e-16  8.90305055377815e-16        0.000000     4.2198
NRCA3_DHSPIL                   Sci2IdlX43 -7.623396324391938e-16 -6.973452300798136e-16        0.000000     8.5256
NRCA3_DHSPIL                   Sci2IdlX44 1.322430195545077e-16 1.260198793281965e-16        0.000000     4.7058
NRCA3_DHSPIL                   Sci2IdlX50 1.413240935036264e-19 1.413237014514543e-19        0.000000     0.0003
NRCA3_DHSPIL                   Sci2IdlX51 1.190501844507373e-20  1.18687337922494e-20        0.000000     0.3048
NRCA3_DHSPIL                   Sci2IdlX52 2.905512560678973e-19 2.905485175233612e-19        0.000000     0.0009
NRCA3_DHSPIL                   Sci2IdlX53 1.218432075394276e-20  1.21162762916396e-20        0.000000     0.5585
