Reference:  320 apertures in PRDOPSSOC-045-003 (index 0 in table below)
Comparison: 320 apertures in pre-delivery (index 1 in table below)

                  AperName , siaf0_dx_mean , siaf0_dy_mean , siaf1_dx_mean , siaf1_dy_mean , difference_dx_mean , difference_dy_mean
            NRCA1_FULL_OSS ,      0.006821 ,      0.020904 ,      0.006821 ,      0.020904 ,           0.000000 ,           0.000000
            NRCA2_FULL_OSS ,      0.008240 ,      0.009175 ,      0.008240 ,      0.009175 ,           0.000000 ,           0.000000
            NRCA3_FULL_OSS ,      0.022124 ,      0.020938 ,      0.022124 ,      0.020938 ,           0.000000 ,           0.000000
            NRCA4_FULL_OSS ,      0.036263 ,      0.023468 ,      0.036263 ,      0.023468 ,           0.000000 ,           0.000000
            NRCA5_FULL_OSS ,      0.015459 ,      0.018852 ,      0.015459 ,      0.018852 ,           0.000000 ,           0.000000
            NRCB1_FULL_OSS ,      0.026528 ,      0.025831 ,      0.026528 ,      0.025831 ,           0.000000 ,           0.000000
            NRCB2_FULL_OSS ,      0.029325 ,      0.079178 ,      0.029325 ,      0.079178 ,           0.000000 ,           0.000000
            NRCB3_FULL_OSS ,      0.114024 ,      0.070726 ,      0.114024 ,      0.070726 ,           0.000000 ,           0.000000
            NRCB4_FULL_OSS ,      0.118391 ,      0.098515 ,      0.118391 ,      0.098515 ,           0.000000 ,           0.000000
            NRCB5_FULL_OSS ,      0.008020 ,      0.006902 ,      0.008020 ,      0.006902 ,           0.000000 ,           0.000000
                NRCA1_FULL ,      0.006821 ,      0.020906 ,      0.006821 ,      0.020906 ,           0.000000 ,           0.000000
                NRCA2_FULL ,      0.008241 ,      0.009173 ,      0.008241 ,      0.009173 ,           0.000000 ,           0.000000
                NRCA3_FULL ,      0.022138 ,      0.020938 ,      0.022138 ,      0.020938 ,           0.000000 ,           0.000000
                NRCA4_FULL ,      0.036264 ,      0.023469 ,      0.036264 ,      0.023469 ,           0.000000 ,           0.000000
                NRCA5_FULL ,      0.015477 ,      0.018856 ,      0.015477 ,      0.018856 ,           0.000000 ,           0.000000
                NRCB1_FULL ,      0.026529 ,      0.025833 ,      0.026529 ,      0.025833 ,           0.000000 ,           0.000000
                NRCB2_FULL ,      0.029362 ,      0.079178 ,      0.029362 ,      0.079178 ,           0.000000 ,           0.000000
                NRCB3_FULL ,      0.114026 ,      0.070727 ,      0.114026 ,      0.070727 ,           0.000000 ,           0.000000
                NRCB4_FULL ,      0.118332 ,      0.098518 ,      0.118332 ,      0.098518 ,           0.000000 ,           0.000000
                NRCB5_FULL ,      0.008020 ,      0.006901 ,      0.008020 ,      0.006901 ,           0.000000 ,           0.000000
              NRCA1_SUB160 ,      0.011872 ,      0.013682 ,      0.011872 ,      0.013682 ,           0.000000 ,           0.000000
              NRCA2_SUB160 ,      0.014359 ,      0.037363 ,      0.014359 ,      0.037363 ,           0.000000 ,           0.000000
              NRCA3_SUB160 ,      0.026733 ,      0.035067 ,      0.026733 ,      0.035067 ,           0.000000 ,           0.000000
              NRCA4_SUB160 ,      0.045344 ,      0.021296 ,      0.045344 ,      0.021296 ,           0.000000 ,           0.000000
              NRCA5_SUB160 ,      0.000769 ,      0.001207 ,      0.000769 ,      0.001207 ,           0.000000 ,           0.000000
              NRCA1_SUB320 ,      0.009012 ,      0.013304 ,      0.009012 ,      0.013304 ,           0.000000 ,           0.000000
              NRCA2_SUB320 ,      0.012603 ,      0.032589 ,      0.012603 ,      0.032589 ,           0.000000 ,           0.000000
              NRCA3_SUB320 ,      0.025100 ,      0.033332 ,      0.025100 ,      0.033332 ,           0.000000 ,           0.000000
              NRCA4_SUB320 ,      0.041896 ,      0.020049 ,      0.041896 ,      0.020049 ,           0.000000 ,           0.000000
              NRCA5_SUB320 ,      0.001540 ,      0.002421 ,      0.001540 ,      0.002421 ,           0.000000 ,           0.000000
              NRCA1_SUB640 ,      0.005865 ,      0.012413 ,      0.005865 ,      0.012413 ,           0.000000 ,           0.000000
              NRCA2_SUB640 ,      0.009448 ,      0.024204 ,      0.009448 ,      0.024204 ,           0.000000 ,           0.000000
              NRCA3_SUB640 ,      0.021265 ,      0.028843 ,      0.021265 ,      0.028843 ,           0.000000 ,           0.000000
              NRCA4_SUB640 ,      0.034987 ,      0.017632 ,      0.034987 ,      0.017632 ,           0.000000 ,           0.000000
              NRCA5_SUB640 ,      0.003096 ,      0.004899 ,      0.003096 ,      0.004899 ,           0.000000 ,           0.000000
              NRCB1_SUB160 ,      0.029591 ,      0.062679 ,      0.029591 ,      0.062679 ,           0.000000 ,           0.000000
              NRCB2_SUB160 ,      0.019669 ,      0.063297 ,      0.019669 ,      0.063297 ,           0.000000 ,           0.000000
              NRCB3_SUB160 ,      0.136572 ,      0.090535 ,      0.136572 ,      0.090535 ,           0.000000 ,           0.000000
              NRCB4_SUB160 ,      0.136592 ,      0.216046 ,      0.136592 ,      0.216046 ,           0.000000 ,           0.000000
              NRCB5_SUB160 ,      0.000558 ,      0.000505 ,      0.000558 ,      0.000505 ,           0.000000 ,           0.000000
              NRCB1_SUB320 ,      0.026091 ,      0.055817 ,      0.026091 ,      0.055817 ,           0.000000 ,           0.000000
              NRCB2_SUB320 ,      0.017081 ,      0.061810 ,      0.017081 ,      0.061810 ,           0.000000 ,           0.000000
              NRCB3_SUB320 ,      0.127751 ,      0.085872 ,      0.127751 ,      0.085872 ,           0.000000 ,           0.000000
